No.,Date,PM2.5,PM10,O3,SO2,NO2,CO,AQI,Quality,MajorPollutant
51,2015-02-10,77,55,42,21,85,22,85,2,NO2
52,2015-02-09,38,38,37,17,53,19,53,2,NO2
53,2015-02-08,62,54,41,19,34,19,62,2,PM2.5
54,2015-02-07,147,85,38,34,110,36,147,3,PM2.5
55,2015-02-06,99,72,31,34,104,30,104,3,NO2
56,2015-02-05,120,72,39,33,75,28,120,3,PM2.5
57,2015-02-04,226,125,38,55,98,38,226,5,PM2.5
58,2015-02-03,52,49,18,21,83,18,83,2,NO2
59,2015-02-02,36,36,23,16,64,15,64,2,NO2
60,2015-02-01,28,35,31,18,50,14,50,1,-
61,2015-01-31,48,43,36,18,42,17,48,1,-
62,2015-01-30,94,64,31,23,53,23,94,2,PM2.5
63,2015-01-29,19,16,26,11,50,14,50,1,-
64,2015-01-28,25,34,30,15,37,15,37,1,-
65,2015-01-27,67,54,34,15,39,21,67,2,PM2.5
66,2015-01-26,128,66,27,20,63,30,128,3,PM2.5
67,2015-01-25,168,91,31,25,89,37,168,4,PM2.5
68,2015-01-24,139,83,40,22,93,30,139,3,PM2.5
69,2015-01-23,139,81,40,24,79,28,139,3,PM2.5
70,2015-01-22,166,90,14,34,77,38,166,4,PM2.5
71,2015-01-21,139,99,28,33,90,29,139,3,PM2.5
72,2015-01-20,43,60,39,16,60,16,60,2,PM10
73,2015-01-19,118,106,31,37,92,32,118,3,PM2.5
74,2015-01-18,115,84,33,27,93,27,115,3,PM2.5
75,2015-01-17,100,68,32,20,45,22,100,2,PM2.5
76,2015-01-16,152,94,14,27,82,31,152,4,PM2.5
77,2015-01-15,102,67,16,18,73,27,102,3,PM2.5
78,2015-01-14,29,21,28,10,53,17,53,2,NO2
79,2015-01-13,25,26,24,14,60,15,60,2,NO2
80,2015-01-12,26,24,33,14,39,14,39,1,-
81,2015-01-11,249,139,42,63,112,47,249,5,PM2.5
82,2015-01-10,240,150,29,57,130,56,240,5,PM2.5
83,2015-01-09,203,129,22,53,124,51,203,5,PM2.5
84,2015-01-08,94,72,27,41,92,28,94,2,PM2.5
85,2015-01-07,48,56,30,20,52,16,56,2,PM10
86,2015-01-06,109,79,29,21,50,26,109,3,PM2.5
87,2015-01-05,105,75,25,28,101,26,105,3,PM2.5
88,2015-01-04,169,100,18,51,121,40,169,4,PM2.5
89,2015-01-03,128,90,27,40,99,31,128,3,PM2.5
90,2015-01-02,105,83,21,48,100,33,105,3,PM2.5
91,2015-01-01,52,63,31,29,55,19,63,2,PM10
92,2014-12-31,134,105,30,41,84,28,134,3,PM2.5
93,2014-12-30,172,112,25,48,115,40,172,4,PM2.5
94,2014-12-29,193,126,29,51,111,43,193,4,PM2.5
95,2014-12-28,95,76,24,30,101,27,101,3,NO2
96,2014-12-27,32,38,30,21,63,15,63,2,NO2
97,2014-12-26,32,38,32,17,59,15,59,2,NO2
98,2014-12-25,50,41,33,16,47,18,50,1,-
99,2014-12-24,178,115,23,55,109,43,178,4,PM2.5
100,2014-12-23,83,74,29,25,90,28,90,2,NO2
101,2014-12-22,103,85,19,46,94,30,103,3,PM2.5
102,2014-12-21,89,78,17,43,72,26,89,2,PM2.5
103,2014-12-20,72,68,30,28,68,23,72,2,PM2.5
104,2014-12-19,94,81,7,32,105,29,105,3,NO2
105,2014-12-18,90,85,22,30,100,34,100,2,NO2
106,2014-12-17,63,80,24,38,77,25,80,2,PM10
107,2014-12-16,100,107,23,41,69,25,107,3,PM10
108,2014-12-15,112,90,12,39,104,32,112,3,PM2.5
109,2014-12-14,110,88,24,39,103,34,110,3,PM2.5
110,2014-12-13,97,90,22,50,95,33,97,2,PM2.5
111,2014-12-12,99,96,19,43,84,27,99,2,PM2.5
112,2014-12-11,104,87,26,22,57,23,104,3,PM2.5
113,2014-12-10,78,65,8,22,95,24,95,2,NO2
114,2014-12-09,43,44,32,15,63,13,63,2,NO2
115,2014-12-08,130,88,35,35,77,26,130,3,PM2.5
116,2014-12-07,105,86,20,35,107,29,107,3,NO2
117,2014-12-06,110,85,23,49,104,30,110,3,PM2.5
118,2014-12-05,100,86,26,48,92,28,100,2,PM2.5
119,2014-12-04,113,89,22,51,89,31,113,3,PM2.5
120,2014-12-03,77,68,12,29,94,26,94,2,NO2
121,2014-12-02,54,67,25,30,75,23,75,2,NO2
122,2014-12-01,70,86,30,25,45,22,86,2,PM10
123,2014-11-30,55,37,24,13,50,29,55,2,PM2.5
124,2014-11-29,58,49,33,13,59,23,59,2,NO2
125,2014-11-28,82,58,21,16,64,30,82,2,PM2.5
126,2014-11-27,30,46,42,11,63,15,63,2,NO2
127,2014-11-26,60,61,33,17,74,20,74,2,NO2
128,2014-11-25,39,50,36,12,48,15,50,1,-
129,2014-11-24,40,31,30,11,52,15,52,2,NO2
130,2014-11-23,50,38,35,11,53,13,53,2,NO2
131,2014-11-22,94,62,24,16,90,22,94,2,PM2.5
132,2014-11-21,53,53,44,13,70,16,70,2,NO2
133,2014-11-20,45,50,45,12,69,14,69,2,NO2
134,2014-11-19,49,44,45,14,73,15,73,2,NO2
135,2014-11-18,82,62,48,22,70,21,82,2,PM2.5
136,2014-11-17,153,88,49,29,64,25,153,4,PM2.5
137,2014-11-16,90,60,27,14,73,21,90,2,PM2.5
138,2014-11-15,52,57,48,14,69,17,69,2,NO2
139,2014-11-14,64,68,42,25,102,21,102,3,NO2
140,2014-11-13,43,62,37,21,64,16,64,2,NO2
141,2014-11-12,172,103,35,35,82,33,172,4,PM2.5
142,2014-11-11,79,68,45,21,98,20,98,2,NO2
143,2014-11-10,83,62,55,20,52,21,83,2,PM2.5
144,2014-11-09,52,51,52,17,40,17,52,2,PM2.5
145,2014-11-08,35,37,34,12,47,14,47,1,-
146,2014-11-07,55,51,48,14,42,15,55,2,PM2.5
147,2014-11-06,175,103,88,26,83,29,175,4,PM2.5
148,2014-11-05,48,53,64,13,69,16,69,2,NO2
149,2014-11-04,55,58,57,15,84,20,84,2,NO2
150,2014-11-03,46,58,46,21,63,18,63,2,NO2
151,2014-11-02,78,60,45,19,52,21,78,2,PM2.5
152,2014-11-01,93,60,15,19,69,29,93,2,PM2.5
153,2014-10-31,78,52,19,14,94,32,94,2,NO2
154,2014-10-30,67,57,25,10,80,22,80,2,NO2
155,2014-10-29,36,53,36,9,72,16,72,2,NO2
156,2014-10-28,28,53,52,9,42,14,53,2,PM10
157,2014-10-27,60,62,48,11,43,16,62,2,PM10
158,2014-10-26,77,64,83,16,70,19,83,2,O3
159,2014-10-25,39,49,76,11,49,14,76,2,O3
160,2014-10-24,42,52,74,11,55,15,74,2,O3
161,2014-10-23,55,57,61,11,67,18,67,2,NO2
162,2014-10-22,62,59,58,11,43,18,62,2,PM2.5
163,2014-10-21,94,75,38,19,67,25,94,2,PM2.5
164,2014-10-20,77,72,111,16,67,21,111,3,O3
165,2014-10-19,32,48,64,9,33,14,64,2,O3
166,2014-10-18,23,39,53,9,40,15,53,2,O3
167,2014-10-17,29,51,50,12,57,15,57,2,NO2
168,2014-10-16,135,96,85,30,102,29,135,3,PM2.5
169,2014-10-15,128,95,90,43,106,31,128,3,PM2.5
170,2014-10-14,58,69,57,28,64,22,69,2,PM10
171,2014-10-13,42,69,43,15,35,16,69,2,PM10
172,2014-10-12,43,60,70,11,20,15,70,2,O3
173,2014-10-11,46,53,55,11,29,16,55,2,O3
174,2014-10-10,43,51,84,13,37,17,84,2,O3
175,2014-10-09,35,43,72,12,48,17,72,2,O3
176,2014-10-08,32,43,63,12,47,17,63,2,O3
177,2014-10-07,40,49,75,12,44,19,75,2,O3
178,2014-10-06,52,55,72,13,30,20,72,2,O3
179,2014-10-05,42,55,72,13,30,19,72,2,O3
180,2014-10-04,23,41,70,12,25,14,70,2,O3
181,2014-10-03,67,56,80,15,30,20,80,2,O3
182,2014-10-02,74,69,122,22,57,24,122,3,O3
183,2014-10-01,29,46,55,13,38,14,55,2,O3
184,2014-09-30,28,33,54,9,28,16,54,2,O3
185,2014-09-29,77,66,60,17,52,24,77,2,PM2.5
186,2014-09-28,29,36,66,9,29,15,66,2,O3
187,2014-09-27,54,47,71,10,38,18,71,2,O3
188,2014-09-26,77,60,90,11,47,20,90,2,O3
189,2014-09-25,65,60,93,13,63,20,93,2,O3
190,2014-09-24,38,36,35,11,49,19,49,1,-
191,2014-09-23,20,16,18,9,33,17,33,1,-
192,2014-09-22,22,34,54,9,22,12,54,2,O3
193,2014-09-21,19,29,63,11,27,12,63,2,O3
194,2014-09-20,73,55,50,20,63,24,73,2,PM2.5
195,2014-09-19,55,53,32,14,82,23,82,2,NO2
196,2014-09-18,29,35,44,11,48,16,48,1,-
197,2014-09-17,28,40,53,12,34,13,53,2,O3
198,2014-09-16,42,46,70,11,35,15,70,2,O3
199,2014-09-15,22,30,52,10,28,12,52,2,O3
200,2014-09-14,22,35,46,9,25,13,46,1,-
201,2014-09-13,22,19,43,9,35,14,43,1,-
202,2014-09-12,30,45,52,11,45,16,52,2,O3
203,2014-09-11,22,37,74,12,37,14,74,2,O3
204,2014-09-10,62,57,60,13,37,18,62,2,PM2.5
205,2014-09-09,48,45,64,11,30,15,64,2,O3
206,2014-09-08,54,46,80,13,38,17,80,2,O3
207,2014-09-07,46,43,73,11,37,16,73,2,O3
208,2014-09-06,57,51,80,12,35,17,80,2,O3
209,2014-09-05,100,65,120,12,40,23,120,3,O3
210,2014-09-04,142,84,135,30,60,34,142,3,PM2.5
211,2014-09-03,64,51,45,15,64,27,64,2,PM2.5
212,2014-09-02,73,60,96,16,52,21,96,2,O3
213,2014-09-01,50,46,52,11,42,18,52,2,O3
214,2014-08-31,30,37,44,9,35,14,44,1,-
215,2014-08-30,26,29,48,10,38,13,48,1,-
216,2014-08-29,57,48,33,13,68,24,68,2,NO2
217,2014-08-28,54,54,53,12,45,16,54,2,PM2.5
218,2014-08-27,52,47,47,12,58,18,58,2,NO2
219,2014-08-26,78,58,84,14,50,23,84,2,O3
220,2014-08-25,84,65,95,17,48,27,95,2,O3
221,2014-08-24,84,67,122,19,48,21,122,3,O3
222,2014-08-23,70,56,74,13,47,18,74,2,O3
223,2014-08-22,58,41,60,11,39,16,60,2,O3
224,2014-08-21,79,59,114,17,62,25,114,3,O3
225,2014-08-20,32,24,35,10,65,21,65,2,NO2
226,2014-08-19,29,22,38,10,68,20,68,2,NO2
227,2014-08-18,59,43,25,13,67,26,67,2,NO2
228,2014-08-17,35,29,43,8,44,18,44,1,-
229,2014-08-16,54,40,61,10,33,16,61,2,O3
230,2014-08-15,46,47,43,13,57,20,57,2,NO2
231,2014-08-14,39,34,47,10,42,20,47,1,-
232,2014-08-13,59,52,70,10,27,16,70,2,O3
233,2014-08-12,53,52,50,13,55,18,55,2,NO2
234,2014-08-11,46,41,70,12,35,16,70,2,O3
235,2014-08-10,78,58,50,17,52,27,78,2,PM2.5
236,2014-08-09,43,36,22,8,50,15,50,1,-
237,2014-08-08,35,37,21,10,29,13,37,1,-
238,2014-08-07,29,34,40,10,23,13,40,1,-
239,2014-08-06,42,44,85,11,29,16,85,2,O3
240,2014-08-05,55,47,97,10,30,16,97,2,O3
241,2014-08-04,98,70,161,15,49,22,161,4,O3
242,2014-08-03,78,62,106,16,40,23,106,3,O3
243,2014-08-02,29,30,30,10,32,16,32,1,-
244,2014-08-01,19,22,30,8,20,11,30,1,-
245,2014-07-31,20,29,25,9,18,11,29,1,-
246,2014-07-30,33,37,37,9,19,12,37,1,-
247,2014-07-29,62,47,86,11,33,15,86,2,O3
248,2014-07-28,77,58,118,15,52,23,118,3,O3
249,2014-07-27,67,47,43,12,43,16,67,2,PM2.5
250,2014-07-26,125,73,70,16,48,23,125,3,PM2.5
251,2014-07-25,58,57,54,12,39,18,58,2,PM2.5
252,2014-07-24,29,48,36,6,15,11,48,1,-
253,2014-07-23,25,44,33,6,18,12,44,1,-
254,2014-07-22,25,35,66,9,23,12,66,2,O3
255,2014-07-21,29,30,63,8,24,11,63,2,O3
256,2014-07-20,32,35,65,9,27,12,65,2,O3
257,2014-07-19,33,44,55,10,32,13,55,2,O3
258,2014-07-18,26,36,45,9,25,12,45,1,-
259,2014-07-17,30,37,61,9,27,13,61,2,O3
260,2014-07-16,84,62,59,12,67,21,84,2,PM2.5
261,2014-07-15,57,42,49,8,62,19,62,2,NO2
262,2014-07-14,95,56,117,10,42,21,117,3,O3
263,2014-07-13,60,46,47,10,45,22,60,2,PM2.5
264,2014-07-12,105,64,95,11,60,24,105,3,PM2.5
265,2014-07-11,156,88,84,13,70,28,156,4,PM2.5
266,2014-07-10,133,96,130,19,65,30,133,3,PM2.5
267,2014-07-09,33,42,29,10,27,14,42,1,-
268,2014-07-08,36,35,43,8,30,13,43,1,-
269,2014-07-07,59,49,53,16,49,19,59,2,PM2.5
270,2014-07-06,78,56,71,14,44,22,78,2,PM2.5
271,2014-07-05,45,46,50,8,37,16,50,1,-
272,2014-07-04,63,49,65,13,45,18,65,2,O3
273,2014-07-03,104,63,86,20,53,28,104,3,PM2.5
274,2014-07-02,73,53,29,11,60,26,73,2,PM2.5
275,2014-07-01,55,42,39,8,42,16,55,2,PM2.5
276,2014-06-30,85,57,68,13,52,21,85,2,PM2.5
277,2014-06-29,130,79,130,23,67,24,130,3,PM2.5
278,2014-06-28,124,79,88,18,75,29,124,3,PM2.5
279,2014-06-27,30,27,36,8,52,19,52,2,NO2
280,2014-06-26,25,18,41,7,58,20,58,2,NO2
281,2014-06-25,32,24,42,8,40,17,42,1,-
282,2014-06-24,69,52,95,11,44,18,95,2,O3
283,2014-06-23,52,43,36,9,49,17,52,2,PM2.5
284,2014-06-22,32,29,45,9,38,14,45,1,-
285,2014-06-21,38,17,36,7,43,16,43,1,-
286,2014-06-20,50,41,41,8,57,19,57,2,NO2
287,2014-06-19,54,47,70,7,29,15,70,2,O3
288,2014-06-18,32,34,59,8,39,14,59,2,O3
289,2014-06-17,52,49,39,8,54,20,54,2,NO2
290,2014-06-16,33,34,48,7,25,14,48,1,-
291,2014-06-15,69,63,65,13,52,17,69,2,PM2.5
292,2014-06-14,124,94,200,22,69,25,200,4,O3
293,2014-06-13,117,87,162,19,64,21,162,4,O3
294,2014-06-12,77,63,83,14,52,18,83,2,O3
295,2014-06-11,40,41,50,10,35,13,50,1,-
296,2014-06-10,40,40,38,8,30,14,40,1,-
297,2014-06-09,45,42,58,7,27,14,58,2,O3
298,2014-06-08,57,42,50,8,29,14,57,2,PM2.5
299,2014-06-07,78,59,106,10,37,16,106,3,O3
300,2014-06-06,68,55,67,12,45,16,68,2,PM2.5
301,2014-06-05,54,49,54,11,49,17,54,2,PM2.5
302,2014-06-04,80,61,48,18,50,21,80,2,PM2.5
303,2014-06-03,60,53,49,16,45,19,60,2,PM2.5
304,2014-06-02,67,45,50,10,33,21,67,2,PM2.5
305,2014-06-01,30,27,50,6,22,13,50,1,-
306,2014-05-31,59,64,90,13,24,13,90,2,O3
307,2014-05-30,114,105,122,29,73,19,122,3,O3
308,2014-05-29,117,121,129,30,85,22,129,3,O3
309,2014-05-28,139,115,120,34,84,23,139,3,PM2.5
310,2014-05-27,190,147,129,26,88,26,190,4,PM2.5
311,2014-05-26,152,129,104,22,65,25,152,4,PM2.5
312,2014-05-25,114,75,43,15,65,26,114,3,PM2.5
313,2014-05-24,32,40,54,8,24,11,54,2,O3
314,2014-05-23,36,37,64,8,29,11,64,2,O3
315,2014-05-22,90,61,95,12,39,15,95,2,O3
316,2014-05-21,134,90,160,20,58,23,160,4,O3
317,2014-05-20,89,58,78,14,58,20,89,2,PM2.5
318,2014-05-19,59,48,46,7,48,16,59,2,PM2.5
319,2014-05-18,40,43,61,8,34,14,61,2,O3
320,2014-05-17,75,51,75,7,34,16,75,2,PM2.5
321,2014-05-16,75,77,96,17,63,17,96,2,O3
322,2014-05-15,74,75,100,19,59,19,100,2,O3
323,2014-05-14,94,61,151,21,64,26,151,4,O3
324,2014-05-13,77,66,90,18,55,18,90,2,O3
325,2014-05-12,110,75,111,23,69,26,111,3,O3
326,2014-05-11,58,43,30,10,42,20,58,2,PM2.5
327,2014-05-10,54,45,48,7,30,14,54,2,PM2.5
328,2014-05-09,65,56,68,11,47,16,68,2,O3
329,2014-05-08,94,79,106,22,70,21,106,3,O3
330,2014-05-07,58,67,95,17,52,15,95,2,O3
331,2014-05-06,52,69,88,15,50,13,88,2,O3
332,2014-05-05,43,64,72,14,49,12,72,2,O3
333,2014-05-04,68,65,37,16,80,21,80,2,NO2
334,2014-05-03,49,62,58,13,39,14,62,2,PM10
335,2014-05-02,109,99,108,29,58,21,109,3,PM2.5
336,2014-05-01,123,87,132,22,58,21,132,3,O3
337,2014-04-30,88,74,92,19,82,22,92,2,O3
338,2014-04-29,102,77,90,33,75,26,102,3,PM2.5
339,2014-04-28,74,54,38,19,55,20,74,2,PM2.5
340,2014-04-27,89,57,28,16,58,25,89,2,PM2.5
341,2014-04-26,23,17,45,7,29,12,45,1,-
342,2014-04-25,39,50,72,9,27,13,72,2,O3
343,2014-04-24,72,56,75,11,42,16,75,2,O3
344,2014-04-23,94,71,73,16,85,23,94,2,PM2.5
345,2014-04-22,75,59,56,15,78,19,78,2,NO2
346,2014-04-21,63,49,48,10,58,15,63,2,PM2.5
347,2014-04-20,49,48,53,10,37,12,53,2,O3
348,2014-04-19,35,20,49,7,37,14,49,1,-
349,2014-04-18,87,51,56,17,53,19,87,2,PM2.5
350,2014-04-17,192,103,15,32,104,38,192,4,PM2.5
351,2014-04-16,62,55,48,11,65,16,65,2,NO2
352,2014-04-15,64,54,78,11,49,13,78,2,O3
353,2014-04-14,88,64,79,13,73,19,88,2,PM2.5
354,2014-04-13,59,43,60,10,43,16,60,2,O3
355,2014-04-12,77,53,39,12,60,19,77,2,PM2.5
356,2014-04-11,68,58,56,9,44,13,68,2,PM2.5
357,2014-04-10,80,63,90,13,70,16,90,2,O3
358,2014-04-09,90,62,68,12,64,17,90,2,PM2.5
359,2014-04-08,89,61,49,17,80,19,89,2,PM2.5
360,2014-04-07,52,53,55,12,49,13,55,2,O3
361,2014-04-06,28,52,53,11,38,10,53,2,O3
362,2014-04-05,78,75,57,25,67,17,78,2,PM2.5
363,2014-04-04,69,75,64,28,79,18,79,2,NO2
364,2014-04-03,64,52,77,14,54,13,77,2,O3
365,2014-04-02,65,53,44,15,68,15,68,2,NO2
366,2014-04-01,69,53,65,11,55,16,69,2,PM2.5
